Track ID,Title,Album,Artist,BPM,Comment,Composer,Genre,Grouping,ISRC,Lyrics,ProNumber,Release Date,Year,External ID,Internal comment,Client comment,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
89439950,ASK ME TO DANCE,Dance Steady,G Putnam Music,130,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Michael Douglas Scherer (50%) ASCAP,Indie Pop,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00171,Days fly by like jets in the sky,914034630,,2025,,,,
,,,,,,,,,,Live for the ride - a safe landin’ in mind,,,,,,,
,,,,,Let's please chat. ,,,,,I'm here for fun – may meet someone (but) ,,,,,,,
,,,,,,,,,,If the night’s gone n' all that I've done (is) ,,,,,,,
,,,,,ONE STOP ,,,,,Be on the floor for more n' more,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,I’m not here lookin’ for answers,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,Not lookin' for no Romeo Romancers,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,Let's not make tonight transformin' ,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,No need for roses in the mornin',,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,I just want wanna shake n' move ,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,Now’s your best chance ,,,,,,,
,,,,,Several placements in past year.  ,,,,,… Ask me - Ask me to dance ,,,,,,,
,,,,,,,,,,Wearin’ my miniskirt – strut like a princess n’,,,,,,,
,,,,,Thanks for listening! ,,,,,"I keep movin’ it n’ heck yes, I’m obsessed",,,,,,,
,,,,,Greg,,,,,Step n’ spin n' turn again,,,,,,,
,,,,,,,,,,I’ll drink n' dance away my sins ,,,,,,,
,,,,,,,,,,Just keep my feet steady movin' n' groovin',,,,,,,
,,,,,,,,,,I’m not here lookin’ for answers,,,,,,,
,,,,,,,,,,Not lookin' for no Romeo Romancers,,,,,,,
,,,,,,,,,,Let's not make tonight transformin' ,,,,,,,
,,,,,,,,,,No need for roses in the mornin',,,,,,,
,,,,,,,,,,I just want wanna shake n' move ,,,,,,,
,,,,,,,,,,Now’s your best chance ,,,,,,,
,,,,,,,,,,… Ask me - Ask me to dance ,,,,,,,
,,,,,,,,,,If you don’t wanna boogie (babe) ,,,,,,,
,,,,,,,,,,Then you’re not meant for me,,,,,,,
,,,,,,,,,,There's only one place for me ,,,,,,,
,,,,,,,,,,Anywhere I'm danc-in’,,,,,,,
,,,,,,,,,,Dancin' (3x),,,,,,,
,,,,,,,,,,I’m not here lookin’ for answers,,,,,,,
,,,,,,,,,,Not lookin' for no Romeo Romancers,,,,,,,
,,,,,,,,,,Let's not make tonight transformin' ,,,,,,,
,,,,,,,,,,No need for roses in the mornin',,,,,,,
,,,,,,,,,,I just want wanna shake n' move ,,,,,,,
,,,,,,,,,,Now’s your best chance ,,,,,,,
,,,,,,,,,,… Ask me - Ask me to dance ,,,,,,,
,,,,,,,,,,I’m not here lookin’ for answers,,,,,,,
,,,,,,,,,,Not lookin' for Casanova romancers,,,,,,,
,,,,,,,,,,Let's not make tonight transformin' ,,,,,,,
,,,,,,,,,,No need for roses in the mornin' (so),,,,,,,
,,,,,,,,,,I just want wanna shake n' move ,,,,,,,
,,,,,,,,,,Now’s your best chance ,,,,,,,
,,,,,,,,,,… Ask me [3 echoes] Ask me to dance,,,,,,,
89654189,HEARTS __  LIKE MINE,Coming Through,Michael Schere,140,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Michael Douglas Scherer (50%) ASCAP,R&B Pop Electric,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00320,I wanna ride - a rainbow to a star,914034630,,2022,,,,
,,,,,,,,,,Find myself - passin' Mars - in my back---yard,,,,,,,
,,,,,Let's please chat. ,,,,,Livin' another's dream - that isn't me,,,,,,,
,,,,,,,,,,I'm here to speak or let me be - set yourself free,,,,,,,
,,,,,ONE STOP ,,,,,Sometimes .... hard times ... can lead to good times (to),,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Tender times when hurt finds,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,Hearts like mine ,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,Hang tight - you'll be fine ,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,A new sun will shine - give it time - you're gonna find,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,Hearts like mine,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,We lose our hope if we're tryin' to hide ,,,,,,,
,,,,,Several placements in past year.  ,,,,,Look past yourself - find fascination - open wide,,,,,,,
,,,,,,,,,,I stand alone at home - I don't know what I know,,,,,,,
,,,,,Thanks for listening! ,,,,,Told to do what I'm told to n' watch many who don't ,,,,,,,
,,,,,Greg,,,,,Sometimes .... hard times ... can lead to good times (to),,,,,,,
,,,,,,,,,,Tender times where hurt finds,,,,,,,
,,,,,,,,,,Hearts like mine ,,,,,,,
,,,,,,,,,,Hang tight - you'll find,,,,,,,
,,,,,,,,,,A new sun will shine- give it time - you're gonna find,,,,,,,
,,,,,,,,,,Hearts like mine ,,,,,,,
,,,,,,,,,,Find yourself,,,,,,,
,,,,,,,,,,No one else can take you to your dream of dreams,,,,,,,
,,,,,,,,,,Know what's inside - you'll find your pride,,,,,,,
,,,,,,,,,,Know that wrong is never right -  ,,,,,,,
,,,,,,,,,,Don't lie... don't hide...take things in stride...,,,,,,,
,,,,,,,,,,Life's a one-way ticket to fly,,,,,,,
,,,,,,,,,,Sometimes .... hard times ... WILL lead to good times (to),,,,,,,
,,,,,,,,,,Tender times - when hurt finds,,,,,,,
,,,,,,,,,,Hearts like mine ,,,,,,,
,,,,,,,,,,Hang tight - you'll be fine,,,,,,,
,,,,,,,,,,A new sun will shine - give it time - you're gonna find,,,,,,,
,,,,,,,,,,Hearts like mine.....,,,,,,,
,,,,,,,,,,Findin' hearts like mine,,,,,,,
,,,,,,,,,,Hearts like mine,,,,,,,
89784762,LA BUENA VIDA - INSTRO,Scherer Desire,Michael Scherer,126,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Michael Douglas Scherer (50%) ASCAP,"Jazz, BGVS",ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00326,,915315124,,2022,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
89784763,ALL NIGHT LONG - INSTRO,Scherer Desire,G Putnam Music,74,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Michael Douglas Scherer (50%) ASCAP,"Jazz, Instrumental",ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00324,,915315124,,2022,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
89784764,CRUISIN' LITE - INSTRO,He Has Jazz,G Putnam Music,100,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Michael Douglas Scherer (50%) ASCAP,"Jazz, Instrumental",ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00325,,915315124,,2022,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
89784778,WALK IN THE PARK,He Has Jazz,Michael Scherer,198,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Michael Douglas Scherer (50%) ASCAP,"Jazz, Instrumental",ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00327,,915315124,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
89784779,THAT'S THE LIFE - INSTRO,Scherer Desire,Michael Scherer,131,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Michael Douglas Scherer (50%) ASCAP,"Folk, Indie, Pop, Punk, Rock",ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00322,,915315124,,2023,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
90227828,SALT OF THE EARTH,The Struggle,Lu,95,HERE FOR YOUR EAR!,G Putnam (100%) ASCAP,Folk,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00332,They crossed the border at midnight,,,2020,,,,
,,,,,,,,,,Silent prayers calm their fears,,,,,,,
,,,,,Let's please chat. ,,,,,Paradise awaits them,,,,,,,
,,,,,,,,,,200 miles they'll be clear,,,,,,,
,,,,,ONE STOP ,,,,,Salt of the earth,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Dreams of a better future,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,Salt of the earth,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,They do it for their children,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,Salt of the earth,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,Salt of the earth,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,A dusty town in Arizona,,,,,,,
,,,,,Several placements in past year.  ,,,,,Where isolation is your friend,,,,,,,
,,,,,,,,,,"You have no papers, no problema",,,,,,,
,,,,,Thanks for listening! ,,,,,El patron's a wealthy man,,,,,,,
,,,,,Greg,,,,,Salt of the earth,,,,,,,
,,,,,,,,,,Dreams of a better future,,,,,,,
,,,,,,,,,,Salt of the earth,,,,,,,
,,,,,,,,,,They do it for their children,,,,,,,
,,,,,,,,,,Salt of the earth,,,,,,,
,,,,,,,,,,Salt of the earth,,,,,,,
,,,,,,,,,,Seven years since she's seen her mother,,,,,,,
,,,,,,,,,,You can't go back once you cross that line,,,,,,,
,,,,,,,,,,Three children born since she left home,,,,,,,
,,,,,,,,,,Say a prayer for their abuelita every night,,,,,,,
,,,,,,,,,,Salt of the earth,,,,,,,
,,,,,,,,,,Dreams of a better future,,,,,,,
,,,,,,,,,,Salt of the earth,,,,,,,
,,,,,,,,,,They do it for their children,,,,,,,
,,,,,,,,,,Salt of the earth,,,,,,,
,,,,,,,,,,Salt of the earth,,,,,,,
,,,,,,,,,,Jesus walks the ditch by moonlight,,,,,,,
,,,,,,,,,,"Twelve-hour days, no overtime pay",,,,,,,
,,,,,,,,,,And as he walks along he wonders,,,,,,,
,,,,,,,,,,When will the American dream be mine?,,,,,,,
,,,,,,,,,,Salt of the earth,,,,,,,
,,,,,,,,,,Dreams of a better future,,,,,,,
,,,,,,,,,,Salt of the earth,,,,,,,
,,,,,,,,,,They do it for their children,,,,,,,
,,,,,,,,,,Salt of the earth,,,,,,,
,,,,,,,,,,Salt of the earth,,,,,,,
,,,,,,,,,,Salt of the earth,,,,,,,
,,,,,,,,,,Salt of the earth,,,,,,,
,,,,,,,,,,Salt of the earth,,,,,,,
,,,,,,,,,,Salt of the earth,,,,,,,
90866202,RUN RUN RUN - INSTRO,BUSTING OUT,G Putnam Music,102,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Zach Garrett (50%) ASCAP,ROCK,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00311,,915925161,,2023,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
91880347,ASK ME TO DANCE - INSTRO,Film/TV,G Putnam Music,130,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Michael Douglas Scherer (50%) ASCAP,Indie Pop,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00171,,914034630,,2025,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
91923415,YOUR TIME,#NAME?,Brandon Howard,85,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Patrik Sheridan (50%) ASCAP,Folk,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00231,When I was young – I’d take the long way,911312164,,2007,,,,
,,,,,,,,,,Nothin’ on my mind -- lettin' go of ev’rything,,,,,,,
,,,,,Let's please chat. ,,,,,Hop a sidewalk crack - swing around a pole just for laughs,,,,,,,
,,,,,,,,,,I'd find new ways to go - see what change would bring,,,,,,,
,,,,,ONE STOP ,,,,,Make a wish n’ talk about dreams n',,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Ma just grinned – she tried to hold the laughter in,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,"She said, boy, ya’ just take your time",,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,‘Cause this old world is just a flyin’ n’,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,Pretty soon it’ll fly on past,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,So don’t you let it slip on by,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,'Cause so little of it lasts,,,,,,,
,,,,,Several placements in past year.  ,,,,,It’s just fine – this is your time ,,,,,,,
,,,,,,,,,,Now I’m racin’ – chasin - deadlines from behind ,,,,,,,
,,,,,Thanks for listening! ,,,,,For a pot of gold - to have when I’m old,,,,,,,
,,,,,Greg,,,,,"Yeah, well, I’m gettin’ older - but that gold ain't closer",,,,,,,
,,,,,,,,,,They say I look tired -- always hard-wired ,,,,,,,
,,,,,,,,,,Movin’ like a rocket - to fill my desires ,,,,,,,
,,,,,,,,,,"Go-in’ way, way too fast -- to see what I’m leavin’ back ",,,,,,,
,,,,,,,,,,"She said boy, ya’ just take your time",,,,,,,
,,,,,,,,,,‘Cause this old world's just a flyin’ n’,,,,,,,
,,,,,,,,,,Pretty soon it’ll fly past,,,,,,,
,,,,,,,,,,So don’t you let it slip on by,,,,,,,
,,,,,,,,,,'Cause so little of it lasts,,,,,,,
,,,,,,,,,,It’s just fine – this is your time ,,,,,,,
,,,,,,,,,,"Oh, I’ve gotta take my time",,,,,,,
,,,,,,,,,,Make room for enjoyin’ life,,,,,,,
,,,,,,,,,,Take the time to look inside ,,,,,,,
,,,,,,,,,,Take the time for someone else ,,,,,,,
,,,,,,,,,,Find the meanin’ of true wealth,,,,,,,
,,,,,,,,,,"Yeah, it’s just fine - this is your time ",,,,,,,
,,,,,,,,,,"She said, boy, ya' just take your time",,,,,,,
,,,,,,,,,,‘Cause this old world is just a flyin’ n’,,,,,,,
,,,,,,,,,,Pretty soon it’ll fly on past,,,,,,,
,,,,,,,,,,So don’t you let it slip on by,,,,,,,
,,,,,,,,,,'Cause so little of it lasts,,,,,,,
,,,,,,,,,,It’s just fine – this is your time ,,,,,,,
91923430,BLUE JEANS N' BEER 2009,Bar Rock,G Putnam Music,117,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Patrik Sheridan (50%) ASCAP,Americana,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00215,You can only try so hard,919365630,,2016,,,,
,,,,,,,,,,Can only do so much,,,,,,,
,,,,,Let's please chat. ,,,,,Sometimes you just gotta stop,,,,,,,
,,,,,,,,,,Times you gotta give up,,,,,,,
,,,,,ONE STOP ,,,,,When enough's been enough,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Just close your eyes,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,N' listen for the noise,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,Folk havin' fun,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,The party's begun ,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,You'll find me there,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,With blue jeans n' beer ,,,,,,,
,,,,,Several placements in past year.  ,,,,,When those moments roll around,,,,,,,
,,,,,,,,,,N' you get to feelin' a little down,,,,,,,
,,,,,Thanks for listening! ,,,,,There's only one cure,,,,,,,
,,,,,Greg,,,,,"Of this, I'm sure",,,,,,,
,,,,,,,,,,Hear my words ,,,,,,,
,,,,,,,,,,Just close your eyes,,,,,,,
,,,,,,,,,,N' listen for the noise,,,,,,,
,,,,,,,,,,Folk havin' fun,,,,,,,
,,,,,,,,,,The party's begun ,,,,,,,
,,,,,,,,,,You'll find me there,,,,,,,
,,,,,,,,,,With blue jeans n' beer ,,,,,,,
,,,,,,,,,,This here place is where I go,,,,,,,
,,,,,,,,,,Pool table's hot - the beer's cold,,,,,,,
,,,,,,,,,,Those days when the price has been paid n',,,,,,,
,,,,,,,,,,When I really need to call it a day,,,,,,,
,,,,,,,,,,Wanna fall into the night,,,,,,,
,,,,,,,,,,"Feelin' nothin' 'cept oh, so fine ",,,,,,,
,,,,,,,,,,Just close your eyes,,,,,,,
,,,,,,,,,,N' listen for the noise,,,,,,,
,,,,,,,,,,Folk havin' fun,,,,,,,
,,,,,,,,,,The party's begun ,,,,,,,
,,,,,,,,,,You'll find me there,,,,,,,
,,,,,,,,,,With blue jeans n' beer ,,,,,,,
92181388,BEIN' WITHOUT YOU,Crawlin' NOT Fallin',G Putnam Music,143,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Michael Douglas Scherer (50%) ASCAP,Indie Pop,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00330,I watched you walk away n' ,918700798,,2023,,,,
,,,,,,,,,,I washed myself in pourin' pain,,,,,,,
,,,,,Let's please chat. ,,,,,Like takin' a shower in the rain ,,,,,,,
,,,,,,,,,,…Started callin' --- ,,,,,,,
,,,,,ONE STOP ,,,,,Like you'd come to my rescue,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Like it seemed you were meant to? ,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,Was so used to be-in' us two n' ,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,Now I'm crawlin’ ,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,What am I gonna do... ,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,Bein' with me,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,Bein' without you,,,,,,,
,,,,,Several placements in past year.  ,,,,,What am I gonna do... ,,,,,,,
,,,,,,,,,,Bein' with me - with me ,,,,,,,
,,,,,Thanks for listening! ,,,,,Bein' without you ,,,,,,,
,,,,,Greg,,,,,Bein' without you ,,,,,,,
,,,,,,,,,,I walked far the other way n' ,,,,,,,
,,,,,,,,,,I wore paint of tears on my face ,,,,,,,
,,,,,,,,,,Who could I talk to? ,,,,,,,
,,,,,,,,,,Was so used to be-in' us two ,,,,,,,
,,,,,,,,,,…Now I’m fallin’ ,,,,,,,
,,,,,,,,,,What am I gonna do... ,,,,,,,
,,,,,,,,,,Bein' with me,,,,,,,
,,,,,,,,,,Bein' without you,,,,,,,
,,,,,,,,,,What am I gonna do... ,,,,,,,
,,,,,,,,,,Bein' with me - with me ,,,,,,,
,,,,,,,,,,Bein' without you ,,,,,,,
,,,,,,,,,,Bein' without you ,,,,,,,
,,,,,,,,,,I used to think forever would always be me n' you (but) ,,,,,,,
,,,,,,,,,,Now I see the truth is we could never make love true ,,,,,,,
,,,,,,,,,,Why did you lead me on when the end's where you took me to ,,,,,,,
,,,,,,,,,,Wish we could pick up - go home n' try it all brand new  ,,,,,,,
,,,,,,,,,,What am I gonna do... ,,,,,,,
,,,,,,,,,,Bein' with me,,,,,,,
,,,,,,,,,,Bein' without you,,,,,,,
,,,,,,,,,,What am I gonna do... ,,,,,,,
,,,,,,,,,,Bein' with me - with me,,,,,,,
,,,,,,,,,,Bein' without you....whoa ,,,,,,,
,,,,,,,,,,What am I gonna do... ,,,,,,,
,,,,,,,,,,Bein' with me,,,,,,,
,,,,,,,,,,Bein' without you,,,,,,,
,,,,,,,,,,What am I gonna do... ,,,,,,,
,,,,,,,,,,Bein' with me - with me n' ,,,,,,,
,,,,,,,,,,Bein' without you ,,,,,,,
,,,,,,,,,,Bein' without you ,,,,,,,
92295626,MOVIN' ALONG - INSTRO,Slight Light,G Putnam Music,,HERE FOR YOUR EAR!,G Putnam (100%) ASCAP,Folk Rock - Fiddle,ONE STOP - G Putnam Music owns Masters & Publishing Control,,,919660089,,2010,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
92578600,BEIN' WITHOUT YOU - INSTRO,Desperate & Dirty,G Putnam Music,72,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Michael Douglas Scherer (50%) ASCAP,Indie Pop,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00330,V1 ,918700798,,2023,,,,
,,,,,,,,,,I watched you walk away n' ,,,,,,,
,,,,,Let's please chat. ,,,,,I washed myself in pourin' pain,,,,,,,
,,,,,,,,,,Like takin' a shower in the rain ,,,,,,,
,,,,,ONE STOP ,,,,,…Started callin' --- ,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Like you'd come to my rescue,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,Like kissing you were meant to? ,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,Was so used to be-in' us two n' ,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,Now I'm crawlin’ ,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,Ch1 ,,,,,,,
,,,,,Several placements in past year.  ,,,,,What am I gonna do... ,,,,,,,
,,,,,,,,,,Bein' with me,,,,,,,
,,,,,Thanks for listening! ,,,,,Bein' without you,,,,,,,
,,,,,Greg,,,,,What am I gonna do... ,,,,,,,
,,,,,,,,,,Bein' with me - with me ,,,,,,,
,,,,,,,,,,Bein' without you ,,,,,,,
,,,,,,,,,,Bein' without you ,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,V2 ,,,,,,,
,,,,,,,,,,I walked far the other way n' ,,,,,,,
,,,,,,,,,,I wore paint of tears on my face ,,,,,,,
,,,,,,,,,,Who could I talk to? ,,,,,,,
,,,,,,,,,,Was so used to be-in' us two ,,,,,,,
,,,,,,,,,,…Now I’m fallin’ ,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,Ch2 ,,,,,,,
,,,,,,,,,,What am I gonna do... ,,,,,,,
